id,url,bookTitle,bookImage,bookAuthors
2689,https://www.goodreads.com/book/show/17448960-falling-into-you,Falling into You,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363055080l/17448960.jpg,Jasinda Wilder
2690,https://www.goodreads.com/book/show/190507.Phantom,Phantom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390117001l/190507.jpg,Susan  Kay
2691,https://www.goodreads.com/book/show/8726744-the-twilight-saga-complete-collection,The Twilight Saga Complete Collection,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388184702l/8726744.jpg,Stephenie Meyer
2692,https://www.goodreads.com/book/show/306364.Sugar_Daddy,Sugar Daddy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442765007l/306364._SY475_.jpg,Lisa Kleypas
2693,https://www.goodreads.com/book/show/34273236-little-fires-everywhere,Little Fires Everywhere,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522684533l/34273236._SY475_.jpg,Celeste Ng
2694,https://www.goodreads.com/book/show/9814682-a-song-of-ice-and-fire,A Song of Ice and Fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328046798l/9814682.jpg,George R.R. Martin
2695,https://www.goodreads.com/book/show/84737.Zeno_s_Conscience,Zeno's Conscience,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348736270l/84737.jpg,"Italo Svevo,William Weaver"
2696,https://www.goodreads.com/book/show/10800916-awake-at-dawn,Awake at Dawn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546084540l/10800916.jpg,C.C. Hunter
2697,https://www.goodreads.com/book/show/16064647-awoken,Awoken,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349444161l/16064647.jpg,Timothy   Miller
2698,https://www.goodreads.com/book/show/18334644-meeting-with-christ-and-other-poems,Meeting With Christ and Other Poems,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376746223l/18334644.jpg,Deepak Chaswal
2699,https://www.goodreads.com/book/show/19532388-letters-from-your-soul,Letters From Your Soul,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390300374l/19532388.jpg,Victor Noble
2700,https://www.goodreads.com/book/show/43230472-syrian-brides,Syrian Brides,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544778400l/43230472._SY475_.jpg,Anna Halabi
2701,https://www.goodreads.com/book/show/324277.The_Carnivorous_Carnival,The Carnivorous Carnival,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518209848l/324277._SX318_.jpg,"Lemony Snicket,Brett Helquist"
2702,https://www.goodreads.com/book/show/84139.Unleash_the_Night,Unleash the Night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462051642l/84139._SY475_.jpg,Sherrilyn Kenyon
2703,https://www.goodreads.com/book/show/5031805-esv-study-bible,ESV Study Bible,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410151002l/5031805.jpg,"Anonymous,Lane T. Dennis,Wayne Grudem"
2704,https://www.goodreads.com/book/show/16007855-sweet-reckoning,Sweet Reckoning,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381492410l/16007855.jpg,Wendy Higgins
2705,https://www.goodreads.com/book/show/23769683-the-rising,The Rising,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418344814l/23769683.jpg,C.M. Meridian
2706,https://www.goodreads.com/book/show/11437.Where_I_m_Calling_From,Where I'm Calling From: New and Selected Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388237827l/11437.jpg,Raymond Carver
2707,https://www.goodreads.com/book/show/32059592-the-invisible-game,The Invisible Game: Mindset of a Winning Team,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474044822l/32059592._SY475_.jpg,Zoltan Andrejkovics
2708,https://www.goodreads.com/book/show/12554628-donde-los-rboles-cantan,Donde los árboles cantan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335215942l/12554628.jpg,Laura Gallego García
2709,https://www.goodreads.com/book/show/16160314-trust,Trust: A New Beginning,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353446926l/16160314.jpg,Cristiane Serruya
2710,https://www.goodreads.com/book/show/577283.The_Confessions_of_Nat_Turner,The Confessions of Nat Turner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406138384l/577283.jpg,William Styron
2711,https://www.goodreads.com/book/show/20567969-yours-truly-taddy,"Yours Truly, Taddy",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393259473l/20567969.jpg,Avery Aster
2712,https://www.goodreads.com/book/show/156427.Psycho,Psycho,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393286878l/156427.jpg,Robert Bloch
2713,https://www.goodreads.com/book/show/233667.Firestarter,Firestarter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592553161l/233667._SY475_.jpg,Stephen King
2714,https://www.goodreads.com/book/show/29587324-deep-world-fire,Deep World Fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458636596l/29587324._SX318_.jpg,C.M. Meridian
2715,https://www.goodreads.com/book/show/34501.A_Hat_Full_of_Sky,A Hat Full of Sky,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319037274l/34501.jpg,Terry Pratchett
2716,https://www.goodreads.com/book/show/6584188-it-s-not-summer-without-you,It's Not Summer Without You,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479864019l/6584188._SY475_.jpg,Jenny Han
2717,https://www.goodreads.com/book/show/261243.History_of_the_Peloponnesian_War,History of the Peloponnesian War,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422072332l/261243.jpg,"Thucydides,Rex Warner,Moses I. Finley"
2718,https://www.goodreads.com/book/show/252499.The_Queen_s_Fool,The Queen's Fool,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399204116l/252499.jpg,Philippa Gregory
2719,https://www.goodreads.com/book/show/16031620,الفيل الأزرق,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485105416l/16031620._SX318_.jpg,أحمد مراد
2720,https://www.goodreads.com/book/show/28695.City_of_Golden_Shadow,City of Golden Shadow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329075235l/28695.jpg,Tad Williams
2721,https://www.goodreads.com/book/show/13829.Terrier,Terrier,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398029898l/13829.jpg,Tamora Pierce
2722,https://www.goodreads.com/book/show/1166131.The_Recruit,The Recruit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328000064l/1166131.jpg,Robert Muchamore
2723,https://www.goodreads.com/book/show/7157310-rot-ruin,Rot & Ruin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1264898635l/7157310.jpg,Jonathan Maberry
2724,https://www.goodreads.com/book/show/164719.Lord_Loss,Lord Loss,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267992l/164719.jpg,Darren Shan
2725,https://www.goodreads.com/book/show/139463.Maniac_Magee,Maniac Magee,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395884800l/139463.jpg,Jerry Spinelli
2726,https://www.goodreads.com/book/show/15819028-the-golem-and-the-jinni,The Golem and the Jinni,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349205573l/15819028.jpg,Helene Wecker
2727,https://www.goodreads.com/book/show/35817844-the-taking-of-peggy-martin,The Taking of Peggy Martin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500890039l/35817844._SY475_.jpg,Karen Glista
2728,https://www.goodreads.com/book/show/41574189-stepping-beyond-intention,Stepping Beyond Intention,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535686814l/41574189._SY475_.jpg,Daniel Mangena
2729,https://www.goodreads.com/book/show/227941.Jemima_J,Jemima J,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388207990l/227941.jpg,Jane Green
2730,https://www.goodreads.com/book/show/7741325-dash-lily-s-book-of-dares,Dash & Lily's Book of Dares,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874609l/7741325.jpg,"Rachel Cohn,David Levithan"
2731,https://www.goodreads.com/book/show/16031258-the-steward,The Steward,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347914081l/16031258.jpg,Christopher  Shields
2732,https://www.goodreads.com/book/show/208631.Ocean_Sea,Ocean Sea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342711676l/208631.jpg,"Alessandro Baricco,Alastair McEwen"
2733,https://www.goodreads.com/book/show/259020.The_Golden_Bowl,The Golden Bowl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921801l/259020.jpg,"Henry James,Gore Vidal,Patricia Crick"
2734,https://www.goodreads.com/book/show/6345193-invisible,Invisible,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317063578l/6345193.jpg,Paul Auster
2735,https://www.goodreads.com/book/show/10115.The_Memoirs_of_Cleopatra,The Memoirs of Cleopatra,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388502841l/10115.jpg,Margaret George
2736,https://www.goodreads.com/book/show/682745.The_Basketball_Diaries,The Basketball Diaries,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493867556l/682745._SY475_.jpg,Jim Carroll
2737,https://www.goodreads.com/book/show/10372.Summer_of_the_Monkeys,Summer of the Monkeys,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183978l/10372.jpg,Wilson Rawls
2738,https://www.goodreads.com/book/show/6202318-a-touch-of-dead,A Touch of Dead,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390540031l/6202318.jpg,Charlaine Harris
2739,https://www.goodreads.com/book/show/10970532-the-siren,The Siren,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335832751l/10970532.jpg,Tiffany Reisz
2740,https://www.goodreads.com/book/show/7194.The_Club_Dumas,The Club Dumas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327896341l/7194.jpg,"Arturo Pérez-Reverte,Sonia Soto"
2741,https://www.goodreads.com/book/show/10605.Thinner,Thinner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554308961l/10605._SY475_.jpg,"Richard Bachman,Stephen King"
2742,https://www.goodreads.com/book/show/18300182-the-sex-lives-of-siamese-twins,The Sex Lives of Siamese Twins,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382350372l/18300182.jpg,Irvine Welsh
2743,https://www.goodreads.com/book/show/9844.Prep_,Prep,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925666l/9844.jpg,Curtis Sittenfeld
2744,https://www.goodreads.com/book/show/201114.Sold,Sold,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442850952l/201114._SY475_.jpg,Patricia McCormick
2745,https://www.goodreads.com/book/show/458034.Caressed_by_Ice,Caressed by Ice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432865457l/458034._SY475_.jpg,Nalini Singh
2746,https://www.goodreads.com/book/show/32487617-beneath-a-scarlet-sky,Beneath a Scarlet Sky,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485303988l/32487617._SY475_.jpg,Mark T. Sullivan
2747,https://www.goodreads.com/book/show/8535273-the-dark-and-hollow-places,The Dark and Hollow Places,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388179932l/8535273.jpg,Carrie Ryan
2748,https://www.goodreads.com/book/show/13583266-visions,Visions,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348342734l/13583266.jpg,Lauren Klever
2749,https://www.goodreads.com/book/show/902715.Before_They_Are_Hanged,Before They Are Hanged,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1179318094l/902715._SY475_.jpg,Joe Abercrombie
2750,https://www.goodreads.com/book/show/18079776-the-invention-of-wings,The Invention of Wings,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386699861l/18079776.jpg,Sue Monk Kidd
2751,https://www.goodreads.com/book/show/12820360-edenbrooke,Edenbrooke,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371398291l/12820360.jpg,Julianne Donaldson
2752,https://www.goodreads.com/book/show/10584.Desperation,Desperation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395764566l/10584.jpg,Stephen King
2753,https://www.goodreads.com/book/show/15789823-struck-by-lightning,Struck By Lightning: The Carson Phillips Journal,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347699317l/15789823.jpg,Chris Colfer
2754,https://www.goodreads.com/book/show/161887.East,East,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1277997811l/161887.jpg,Edith Pattou
2755,https://www.goodreads.com/book/show/25489625-between-the-world-and-me,Between the World and Me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451435027l/25489625._SY475_.jpg,Ta-Nehisi Coates
2756,https://www.goodreads.com/book/show/14028.Snow_Country,Snow Country,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579982486l/14028._SY475_.jpg,"Yasunari Kawabata,Edward G. Seidensticker"
2757,https://www.goodreads.com/book/show/15992880-echo,Echo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346942564l/15992880.jpg,J.K. Accinni
2758,https://www.goodreads.com/book/show/41831457-the-fyfield-plantation,The Fyfield Plantation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536958051l/41831457._SX318_.jpg,Andrew R.  Williams
2759,https://www.goodreads.com/book/show/40158.The_Queen_of_Attolia,The Queen of Attolia,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293505506l/40158.jpg,Megan Whalen Turner
2760,https://www.goodreads.com/book/show/11410430-defiance,Defiance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341967711l/11410430.jpg,C.J. Redwine
2761,https://www.goodreads.com/book/show/17830559-remy,Remy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379702539l/17830559.jpg,Katy Evans
2762,https://www.goodreads.com/book/show/52309.The_Autobiography_of_Benjamin_Franklin,The Autobiography of Benjamin Franklin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428170518l/52309.jpg,"Benjamin Franklin,Lewis Gaston Leary"
2763,https://www.goodreads.com/book/show/92967.L_Assommoir,L'Assommoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309282204l/92967.jpg,"Émile Zola,Robin Buss"
2764,https://www.goodreads.com/book/show/887877.Red_Seas_Under_Red_Skies,Red Seas Under Red Skies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504628967l/887877._SY475_.jpg,Scott Lynch
2765,https://www.goodreads.com/book/show/50144.Kitchen,Kitchen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327904393l/50144.jpg,"Banana Yoshimoto,Megan Backus"
2766,https://www.goodreads.com/book/show/24120519-library-of-souls,Library of Souls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472783347l/24120519._SY475_.jpg,Ransom Riggs
2767,https://www.goodreads.com/book/show/4985.Welcome_to_the_Monkey_House,Welcome to the Monkey House,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533340572l/4985._SY475_.jpg,"Kurt Vonnegut Jr.,Курт Воннегут"
2768,https://www.goodreads.com/book/show/2157243.Playing_with_Fire,Playing with Fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388710353l/2157243.jpg,Derek Landy
2769,https://www.goodreads.com/book/show/17722973-the-enchantress-returns,The Enchantress Returns,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364843824l/17722973.jpg,"Chris Colfer,Brandon Dorman"
2770,https://www.goodreads.com/book/show/345627.Vampire_Academy,Vampire Academy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361098973l/345627.jpg,Richelle Mead
2771,https://www.goodreads.com/book/show/41128585-love-is-the-answer-god-is-the-cure,Love is the Answer God is the Cure,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534094643l/41128585._SY475_.jpg,Aimee Cabo Nikolov
2772,https://www.goodreads.com/book/show/7769.Dr_Seuss_s_ABC,Dr. Seuss's ABC,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409448600l/7769.jpg,Dr. Seuss
2773,https://www.goodreads.com/book/show/1814843.The_Siege_of_Macindaw,The Siege of Macindaw,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327445821l/1814843.jpg,John Flanagan
2774,https://www.goodreads.com/book/show/159582.The_Yearling,The Yearling,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348480795l/159582.jpg,Marjorie Kinnan Rawlings
2775,https://www.goodreads.com/book/show/5093.Song_of_Susannah,Song of Susannah,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554221361l/5093._SY475_.jpg,"Stephen King,Darrel Anderson"
2776,https://www.goodreads.com/book/show/6483211-el-nombre-del-viento,El nombre del viento,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419003669l/6483211.jpg,"Patrick Rothfuss,Gemma Rovira"
2777,https://www.goodreads.com/book/show/6389257-the-death-of-bunny-munro,The Death of Bunny Munro,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348052106l/6389257.jpg,Nick Cave
2778,https://www.goodreads.com/book/show/29981.The_Island_of_Doctor_Moreau,The Island of Doctor Moreau,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388230211l/29981.jpg,H.G. Wells
2779,https://www.goodreads.com/book/show/20903135-the-crazy-life-of-a-kid-from-brooklyn,The Crazy Life of a Kid from Brooklyn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514704146l/20903135.jpg,Bill Morgenstein
2780,https://www.goodreads.com/book/show/240976.The_Book_of_Laughter_and_Forgetting,The Book of Laughter and Forgetting,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614905132l/240976._SY475_.jpg,"Milan Kundera,Aaron Asher,Serena Vitale"
2781,https://www.goodreads.com/book/show/2761356-the-sweet-gum-tree,The Sweet Gum Tree,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367119561l/2761356.jpg,Katherine Allred
2782,https://www.goodreads.com/book/show/24817626-go-set-a-watchman,Go Set a Watchman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451442088l/24817626.jpg,Harper Lee
2783,https://www.goodreads.com/book/show/28293.Life,Life: A User's Manual,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416690677l/28293.jpg,"Georges Perec,David Bellos"
2784,https://www.goodreads.com/book/show/48056255-a-woman-to-blame,A Woman to Blame,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569075654l/53053449._SX318_SY475_.jpg,Vincent Panettiere
2785,https://www.goodreads.com/book/show/383028.The_Hard_Way,The Hard Way,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440269806l/383028._SY475_.jpg,Lee Child
2786,https://www.goodreads.com/book/show/30334.Hawksong,Hawksong,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388389062l/30334.jpg,Amelia Atwater-Rhodes
2787,https://www.goodreads.com/book/show/4907243-nobody-move,Nobody Move,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317063841l/4907243.jpg,Denis Johnson
2788,https://www.goodreads.com/book/show/3099780-the-initiation-the-captive-part-i,The Initiation / The Captive Part I,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341591862l/3099780.jpg,L.J. Smith
2789,https://www.goodreads.com/book/show/1928873.Midnight_Rising,Midnight Rising,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320404514l/1928873.jpg,Lara Adrian
2790,https://www.goodreads.com/book/show/77711.A_Fire_Upon_the_Deep,A Fire Upon the Deep,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333915005l/77711.jpg,Vernor Vinge
2791,https://www.goodreads.com/book/show/40223.Kushiel_s_Avatar,Kushiel's Avatar,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600832044l/40223.jpg,Jacqueline Carey
2792,https://www.goodreads.com/book/show/11013.Finnegans_Wake,Finnegans Wake,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336408055l/11013.jpg,James Joyce
2793,https://www.goodreads.com/book/show/5148720-succubus-heat,Succubus Heat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363643447l/5148720.jpg,Richelle Mead
2794,https://www.goodreads.com/book/show/4138.Naked,Naked,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394178867l/4138.jpg,David Sedaris
2795,https://www.goodreads.com/book/show/55428.Goodbye_to_All_That,Goodbye to All That,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348218570l/55428.jpg,Robert Graves
2796,https://www.goodreads.com/book/show/11861815-winger,Winger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367927656l/11861815.jpg,Andrew  Smith
2797,https://www.goodreads.com/book/show/11250053-the-snow-child,The Snow Child,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327098624l/11250053.jpg,Eowyn Ivey
2798,https://www.goodreads.com/book/show/13834.The_Realms_of_the_Gods,The Realms of the Gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556165774l/13834.jpg,Tamora Pierce
2799,https://www.goodreads.com/book/show/23225.Haunted,Haunted,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187648l/23225.jpg,"Jenny Carroll,Meg Cabot"
2800,https://www.goodreads.com/book/show/8534899-forsaken,Forsaken,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1282919119l/8534899.jpg,Jana Oliver
2801,https://www.goodreads.com/book/show/40425.Tarzan_of_the_Apes,Tarzan of the Apes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349074111l/40425.jpg,Edgar Rice Burroughs
2802,https://www.goodreads.com/book/show/11594337-the-one-and-only-ivan,The One and Only Ivan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424981397l/11594337.jpg,"Katherine Applegate,Patricia Castelao"
2803,https://www.goodreads.com/book/show/15015.Conversations_with_God,"Conversations with God: An Uncommon Dialogue, Book 1",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327944254l/15015.jpg,Neale Donald Walsch
2804,https://www.goodreads.com/book/show/64217.Pyramids,Pyramids,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439098306l/64217._SY475_.jpg,Terry Pratchett
2805,https://www.goodreads.com/book/show/353814.The_Charm_School,The Charm School,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337601423l/353814.jpg,Nelson DeMille
2806,https://www.goodreads.com/book/show/7739934-night-star,Night Star,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362336383l/7739934.jpg,Alyson Noel
2807,https://www.goodreads.com/book/show/831194.Forest_of_Secrets,Forest of Secrets,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388198807l/831194.jpg,Erin Hunter
2808,https://www.goodreads.com/book/show/6202342-her-fearful-symmetry,Her Fearful Symmetry,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327939087l/6202342.jpg,Audrey Niffenegger
2809,https://www.goodreads.com/book/show/3465.Three_Weeks_With_My_Brother,Three Weeks With My Brother,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440179668l/3465._SY475_.jpg,"Nicholas Sparks,Micah Sparks"
2810,https://www.goodreads.com/book/show/25373.Nick_Norah_s_Infinite_Playlist,Nick & Norah's Infinite Playlist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425188149l/25373.jpg,"Rachel Cohn,David Levithan"
2811,https://www.goodreads.com/book/show/398323.Out_Stealing_Horses,Out Stealing Horses,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317791439l/398323.jpg,"Per Petterson,Anne Born"
2812,https://www.goodreads.com/book/show/18079804-half-bad,Half Bad,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413889712l/18079804.jpg,Sally Green
2813,https://www.goodreads.com/book/show/17876.Notes_from_Underground_White_Nights_The_Dream_of_a_Ridiculous_Man_and_Selections_from_The_House_of_the_Dead,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411241656l/17876.jpg,"Fyodor Dostoyevsky,Andrew R. MacAndrew,Ben Marcus"
2814,https://www.goodreads.com/book/show/74270.Luck_in_the_Shadows,Luck in the Shadows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531049892l/74270.jpg,Lynn Flewelling
2815,https://www.goodreads.com/book/show/8069828-the-crimson-crown,The Crimson Crown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345041697l/8069828.jpg,Cinda Williams Chima
2816,https://www.goodreads.com/book/show/17337562-forever-too-far,Forever Too Far,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368151288l/17337562.jpg,Abbi Glines
2817,https://www.goodreads.com/book/show/27619091-tommaso,Tommaso,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446965503l/27619091.jpg,Mimi Jean Pamfiloff
2818,https://www.goodreads.com/book/show/963839.The_Ransom_of_Red_Chief,The Ransom of Red Chief,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404495720l/963839.jpg,O. Henry
2819,https://www.goodreads.com/book/show/18402055-jack-who,Jack Who?: Perfect Storms,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377988972l/18402055.jpg,Lisa Gillis
2820,https://www.goodreads.com/book/show/26114463-nevernight,Nevernight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500688832l/26114463.jpg,Jay Kristoff
2821,https://www.goodreads.com/book/show/10176.Dress_Your_Family_in_Corduroy_and_Denim,Dress Your Family in Corduroy and Denim,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352983006l/10176.jpg,David Sedaris
2822,https://www.goodreads.com/book/show/51587.The_Sluts,The Sluts,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389070385l/51587.jpg,Dennis Cooper
2823,https://www.goodreads.com/book/show/10034.The_Age_of_Reason,The Age of Reason,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348948865l/10034.jpg,Jean-Paul Sartre
2824,https://www.goodreads.com/book/show/1677.Sobre_h_roes_y_tumbas,Sobre héroes y tumbas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322161433l/1677.jpg,Ernesto Sabato
2825,https://www.goodreads.com/book/show/18468559-raw,Raw,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380531971l/18468559.jpg,Belle Aurora
2826,https://www.goodreads.com/book/show/954674.Little_Brother,Little Brother,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349673129l/954674.jpg,Cory Doctorow
2827,https://www.goodreads.com/book/show/11499.The_Promise,The Promise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388279694l/11499.jpg,Chaim Potok
2828,https://www.goodreads.com/book/show/12609433-the-power-of-habit,The Power of Habit: Why We Do What We Do in Life and Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545854312l/12609433._SY475_.jpg,Charles Duhigg
